Phase,Compo1,Compo2,Compo3,Compo4,Compo5,Compo6,Compo7,Compo8,Eea (ev)_x,I1 (ev)_x,I2 (ev)_x,Tm (K)_x,AW_x,AN_x,Rm (nm)_x,Rc (nm)_x,Gp_x,P_x,VEC_x,sVEC_x,pVEC_x,dVEC_x,XP_x,XM_x,Cp (J/molK)_x,K (W/m)/K 300K_x,W_x,D_x,Hf (kJ/mol)_x,LP_x,Tb (K)_x,Element_y,Eea (ev)_y,I1 (ev)_y,I2 (ev)_y,Tm (K)_y,AW_y,AN_y,Rm (nm)_y,Rc (nm)_y,Gp_y,P_y,VEC_y,sVEC_y,pVEC_y,dVEC_y,XP_y,XM_y,Cp (J/molK)_y,K (W/m)/K 300K_y,W_y,D_y,Hf (kJ/mol)_y,LP_y,Tb (K)_y,Eea (ev)_x,I1 (ev)_x,I2 (ev)_x,Tm (K)_x,AW_x,AN_x,Rm (nm)_x,Rc (nm)_x,Gp_x,P_x,VEC_x,sVEC_x,pVEC_x,dVEC_x,XP_x,XM_x,Cp (J/molK)_x,K (W/m)/K 300K_x,W_x,D_x,Hf (kJ/mol)_x,LP_x,Tb (K)_x,Element_y,Eea (ev)_y,I1 (ev)_y,I2 (ev)_y,Tm (K)_y,AW_y,AN_y,Rm (nm)_y,Rc (nm)_y,Gp_y,P_y,VEC_y,sVEC_y,pVEC_y,dVEC_y,XP_y,XM_y,Cp (J/molK)_y,K (W/m)/K 300K_y,W_y,D_y,Hf (kJ/mol)_y,LP_y,Tb (K)_y,Eea (ev)_x,I1 (ev)_x,I2 (ev)_x,Tm (K)_x,AW_x,AN_x,Rm (nm)_x,Rc (nm)_x,Gp_x,P_x,VEC_x,sVEC_x,pVEC_x,dVEC_x,XP_x,XM_x,Cp (J/molK)_x,K (W/m)/K 300K_x,W_x,D_x,Hf (kJ/mol)_x,LP_x,Tb (K)_x,Element_y,Eea (ev)_y,I1 (ev)_y,I2 (ev)_y,Tm (K)_y,AW_y,AN_y,Rm (nm)_y,Rc (nm)_y,Gp_y,P_y,VEC_y,sVEC_y,pVEC_y,dVEC_y,XP_y,XM_y,Cp (J/molK)_y,K (W/m)/K 300K_y,W_y,D_y,Hf (kJ/mol)_y,LP_y,Tb (K)_y,Eea (ev)_x,I1 (ev)_x,I2 (ev)_x,Tm (K)_x,AW_x,AN_x,Rm (nm)_x,Rc (nm)_x,Gp_x,P_x,VEC_x,sVEC_x,pVEC_x,dVEC_x,XP_x,XM_x,Cp (J/molK)_x,K (W/m)/K 300K_x,W_x,D_x,Hf (kJ/mol)_x,LP_x,Tb (K)_x,Element_y,Eea (ev)_y,I1 (ev)_y,I2 (ev)_y,Tm (K)_y,AW_y,AN_y,Rm (nm)_y,Rc (nm)_y,Gp_y,P_y,VEC_y,sVEC_y,pVEC_y,dVEC_y,XP_y,XM_y,Cp (J/molK)_y,K (W/m)/K 300K_y,W_y,D_y,Hf (kJ/mol)_y,LP_y,Tb (K)_y
1,4.0,76.0,20.0,0.0,0.0,0.0,0.0,0.0,1.236,7.726,2.029.227,1357.77,63.546,29,0.1278,0.132,11,4,11,1,0,10,1.9,1.85,24.44,401.0,4.7,8.96,13.05,11.872,2835.15,Ni,1.157,7.64,1.816.863,1728.15,586.934,28,0.1246,0.124,10,4,10,2,0,8,1.91,1.82,26.07,90.7,5.15,8.9,17.47,10.793,3186.15,0.747,10.487,1.976.473,317.35,3.097.376,15.0,0.106,0.107,15.0,3.0,5.0,2.0,3.0,0.0,2.19,2.27,23.824,0.235,5.1,2.16,0.657,2.010.332,553.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,50.0,20.0,30.0,0.0,0.0,0.0,0.0,0.0,1.236,7.726,2.029.227,1357.77,63.546,29,0.1278,0.132,11,4,11,1,0,10,1.9,1.85,24.44,401.0,4.7,8.96,13.05,11.872,2835.15,Mg,-0.4,7.646,150.355,923.15,24.305,12,0.1601,0.141,2,3,2,2,0,0,1.31,1.67,24.869,156.0,3.66,1.74,8.954,204.748,1363.15,1.916,5.525,1.077.888,1297.15,144.24,60.0,0.164,0.201,3.0,6.0,3.0,2.0,0.0,1.0,1.14,1.56,27.45,16.5,3.1,7.01,7.14,141.755,3347.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5.0,65.0,30.0,0.0,0.0,0.0,0.0,0.0,1.236,7.726,2.029.227,1357.77,63.546,29,0.1278,0.132,11,4,11,1,0,10,1.9,1.85,24.44,401.0,4.7,8.96,13.05,11.872,2835.15,Mg,-0.4,7.646,150.355,923.15,24.305,12,0.1601,0.141,2,3,2,2,0,0,1.31,1.67,24.869,156.0,3.66,1.74,8.954,204.748,1363.15,0.307,6.217,1.222.988,1799.15,8.890.585,39.0,0.1802,0.19,3.0,5.0,3.0,2.0,0.0,1.0,1.22,1.39,26.53,17.2,3.1,4.47,11.4,65.694,3609.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,70.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,1.236,7.726,2.029.227,1357.77,63.546,29,0.1278,0.132,11,4,11,1,0,10,1.9,1.85,24.44,401.0,4.7,8.96,13.05,11.872,2835.15,Hf,0.178,6.825,149.246,2506.15,178.49,72,0.1578,0.175,4,6,4,2,0,2,1.3,1.48,25.73,23.0,3.51,13.3,24.06,44.965,4876.15,1.157,7.64,1.816.863,1728.15,586.934,28.0,0.1246,0.124,10.0,4.0,10.0,2.0,0.0,8.0,1.91,1.82,26.07,90.7,5.15,8.9,17.47,10.793,3186.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,15.0,68.5,16.5,0.0,0.0,0.0,0.0,0.0,0.153,7.903,1.618.801,1811.15,55.845,26,0.1241,0.132,8,4,8,2,0,6,1.83,1.68,25.1,80.2,4.65,7.87,13.8,11.552,3134.15,Pd,0.562,8.337,1.938.125,1828.05,106.42,46,0.1375,0.139,10,5,10,0,0,10,2.2,1.83,25.98,71.8,5.0,12.0,17.6,15.447,3236.15,1.39,8.152,1.634.555,1687.15,28.085,14.0,0.1153,0.111,14.0,3.0,4.0,2.0,2.0,0.0,1.9,1.95,19.789,148.0,4.85,2.329,50.55,40.888,3538.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18.0,72.0,10.0,0.0,0.0,0.0,0.0,0.0,0.153,7.903,1.618.801,1811.15,55.845,26,0.1241,0.132,8,4,8,2,0,6,1.83,1.68,25.1,80.2,4.65,7.87,13.8,11.552,3134.15,Ni,1.157,7.64,1.816.863,1728.15,586.934,28,0.1246,0.124,10,4,10,2,0,8,1.91,1.82,26.07,90.7,5.15,8.9,17.47,10.793,3186.15,0.43328,6.634,1.316.267,2128.15,91.224,40.0,0.1603,0.175,4.0,5.0,4.0,2.0,0.0,2.0,1.33,1.49,25.36,22.7,4.0,6.52,16.9,46.999,4682.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,25.0,55.0,20.0,0.0,0.0,0.0,0.0,0.0,0.153,7.903,1.618.801,1811.15,55.845,26,0.1241,0.132,8,4,8,2,0,6,1.83,1.68,25.1,80.2,4.65,7.87,13.8,11.552,3134.15,Ni,1.157,7.64,1.816.863,1728.15,586.934,28,0.1246,0.124,10,4,10,2,0,8,1.91,1.82,26.07,90.7,5.15,8.9,17.47,10.793,3186.15,0.747,10.487,1.976.473,317.35,3.097.376,15.0,0.106,0.107,15.0,3.0,5.0,2.0,3.0,0.0,2.19,2.27,23.824,0.235,5.1,2.16,0.657,2.010.332,553.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,71.0,6.0,23.0,0.0,0.0,0.0,0.0,0.0,0.153,7.903,1.618.801,1811.15,55.845,26,0.1241,0.132,8,4,8,2,0,6,1.83,1.68,25.1,80.2,4.65,7.87,13.8,11.552,3134.15,Nb,0.917,6.759,1.430.274,2750.15,92.906,41,0.1429,0.164,5,5,5,1,0,4,1.6,1.61,24.6,53.7,4.2,8.57,26.4,18.306,5017.15,0.28,8.298,2.515.521,2349.15,10.81,5.0,0.082,0.084,13.0,2.0,3.0,2.0,1.0,0.0,2.04,1.77,11.087,27.0,4.75,2.34,50.2,86.991,4200.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,89.91,0.09,10.0,0.0,0.0,0.0,0.0,0.0,0.153,7.903,1.618.801,1811.15,55.845,26,0.1241,0.132,8,4,8,2,0,6,1.83,1.68,25.1,80.2,4.65,7.87,13.8,11.552,3134.15,Si,1.39,8.152,1.634.555,1687.15,28.085,14,0.1153,0.111,14,3,4,2,2,0,1.9,1.95,19.789,148.0,4.85,2.329,50.55,40.888,3538.15,0.43328,6.634,1.316.267,2128.15,91.224,40.0,0.1603,0.175,4.0,5.0,4.0,2.0,0.0,2.0,1.33,1.49,25.36,22.7,4.0,6.52,16.9,46.999,4682.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,55.0,30.0,15.0,0.0,0.0,0.0,0.0,0.0,0.178,6.825,149.246,2506.15,178.49,72,0.1578,0.175,4,6,4,2,0,2,1.3,1.48,25.73,23.0,3.51,13.3,24.06,44.965,4876.15,Nb,0.917,6.759,1.430.274,2750.15,92.906,41,0.1429,0.164,5,5,5,1,0,4,1.6,1.61,24.6,53.7,4.2,8.57,26.4,18.306,5017.15,1.39,8.152,1.634.555,1687.15,28.085,14.0,0.1153,0.111,14.0,3.0,4.0,2.0,2.0,0.0,1.9,1.95,19.789,148.0,4.85,2.329,50.55,40.888,3538.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,56.0,15.0,29.0,0.0,0.0,0.0,0.0,0.0,0.178,6.825,149.246,2506.15,178.49,72,0.1578,0.175,4,6,4,2,0,2,1.3,1.48,25.73,23.0,3.51,13.3,24.06,44.965,4876.15,Si,1.39,8.152,1.634.555,1687.15,28.085,14,0.1153,0.111,14,3,4,2,2,0,1.9,1.95,19.789,148.0,4.85,2.329,50.55,40.888,3538.15,0.528,6.746,1.465.513,2183.15,509.415,23.0,0.1316,0.153,5.0,4.0,5.0,2.0,0.0,3.0,1.63,1.53,24.89,30.7,4.44,6.0,20.9,13.399,3680.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,59.0,26.0,15.0,0.0,0.0,0.0,0.0,0.0,0.178,6.825,149.246,2506.15,178.49,72,0.1578,0.175,4,6,4,2,0,2,1.3,1.48,25.73,23.0,3.51,13.3,24.06,44.965,4876.15,Nb,0.917,6.759,1.430.274,2750.15,92.906,41,0.1429,0.164,5,5,5,1,0,4,1.6,1.61,24.6,53.7,4.2,8.57,26.4,18.306,5017.15,1.39,8.152,1.634.555,1687.15,28.085,14.0,0.1153,0.111,14.0,3.0,4.0,2.0,2.0,0.0,1.9,1.95,19.789,148.0,4.85,2.329,50.55,40.888,3538.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,72.0,13.0,15.0,0.0,0.0,0.0,0.0,0.0,0.178,6.825,149.246,2506.15,178.49,72,0.1578,0.175,4,6,4,2,0,2,1.3,1.48,25.73,23.0,3.51,13.3,24.06,44.965,4876.15,Nb,0.917,6.759,1.430.274,2750.15,92.906,41,0.1429,0.164,5,5,5,1,0,4,1.6,1.61,24.6,53.7,4.2,8.57,26.4,18.306,5017.15,1.39,8.152,1.634.555,1687.15,28.085,14.0,0.1153,0.111,14.0,3.0,4.0,2.0,2.0,0.0,1.9,1.95,19.789,148.0,4.85,2.329,50.55,40.888,3538.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10.0,50.0,40.0,0.0,0.0,0.0,0.0,0.0,0.55,5.577,1.105.871,1193.15,138.91,57,0.1879,0.207,3,6,3,2,0,1,1.1,1.32,27.11,13.5,3.4,6.15,6.2,148.598,3737.15,Mg,-0.4,7.646,150.355,923.15,24.305,12,0.1601,0.141,2,3,2,2,0,0,1.31,1.67,24.869,156.0,3.66,1.74,8.954,204.748,1363.15,1.157,7.64,1.816.863,1728.15,586.934,28.0,0.1246,0.124,10.0,4.0,10.0,2.0,0.0,8.0,1.91,1.82,26.07,90.7,5.15,8.9,17.47,10.793,3186.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10.0,70.0,20.0,0.0,0.0,0.0,0.0,0.0,0.55,5.577,1.105.871,1193.15,138.91,57,0.1879,0.207,3,6,3,2,0,1,1.1,1.32,27.11,13.5,3.4,6.15,6.2,148.598,3737.15,Mg,-0.4,7.646,150.355,923.15,24.305,12,0.1601,0.141,2,3,2,2,0,0,1.31,1.67,24.869,156.0,3.66,1.74,8.954,204.748,1363.15,-0.6,9.394,1.796.445,692.68,65.38,30.0,0.1395,0.122,12.0,4.0,12.0,2.0,0.0,10.0,1.65,2.04,25.39,116.0,4.3,7.14,7.322,31.115,1180.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,25.0,50.0,25.0,0.0,0.0,0.0,0.0,0.0,0.55,5.577,1.105.871,1193.15,138.91,57,0.1879,0.207,3,6,3,2,0,1,1.1,1.32,27.11,13.5,3.4,6.15,6.2,148.598,3737.15,Mg,-0.4,7.646,150.355,923.15,24.305,12,0.1601,0.141,2,3,2,2,0,0,1.31,1.67,24.869,156.0,3.66,1.74,8.954,204.748,1363.15,1.157,7.64,1.816.863,1728.15,586.934,28.0,0.1246,0.124,10.0,4.0,10.0,2.0,0.0,8.0,1.91,1.82,26.07,90.7,5.15,8.9,17.47,10.793,3186.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,40.0,10.0,50.0,0.0,0.0,0.0,0.0,0.0,0.55,5.577,1.105.871,1193.15,138.91,57,0.1879,0.207,3,6,3,2,0,1,1.1,1.32,27.11,13.5,3.4,6.15,6.2,148.598,3737.15,Mg,-0.4,7.646,150.355,923.15,24.305,12,0.1601,0.141,2,3,2,2,0,0,1.31,1.67,24.869,156.0,3.66,1.74,8.954,204.748,1363.15,1.157,7.64,1.816.863,1728.15,586.934,28.0,0.1246,0.124,10.0,4.0,10.0,2.0,0.0,8.0,1.91,1.82,26.07,90.7,5.15,8.9,17.47,10.793,3186.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10.0,40.0,50.0,0.0,0.0,0.0,0.0,0.0,-0.4,7.646,150.355,923.15,24.305,12,0.1601,0.141,2,3,2,2,0,0,1.31,1.67,24.869,156.0,3.66,1.74,8.954,204.748,1363.15,Nd,1.916,5.525,1.077.888,1297.15,144.24,60,0.164,0.201,3,6,3,2,0,1,1.14,1.56,27.45,16.5,3.1,7.01,7.14,141.755,3347.15,1.157,7.64,1.816.863,1728.15,586.934,28.0,0.1246,0.124,10.0,4.0,10.0,2.0,0.0,8.0,1.91,1.82,26.07,90.7,5.15,8.9,17.47,10.793,3186.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,60.0,15.0,25.0,0.0,0.0,0.0,0.0,0.0,-0.4,7.646,150.355,923.15,24.305,12,0.1601,0.141,2,3,2,2,0,0,1.31,1.67,24.869,156.0,3.66,1.74,8.954,204.748,1363.15,Nd,1.916,5.525,1.077.888,1297.15,144.24,60,0.164,0.201,3,6,3,2,0,1,1.14,1.56,27.45,16.5,3.1,7.01,7.14,141.755,3347.15,1.157,7.64,1.816.863,1728.15,586.934,28.0,0.1246,0.124,10.0,4.0,10.0,2.0,0.0,8.0,1.91,1.82,26.07,90.7,5.15,8.9,17.47,10.793,3186.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,60.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,-0.4,7.646,150.355,923.15,24.305,12,0.1601,0.141,2,3,2,2,0,0,1.31,1.67,24.869,156.0,3.66,1.74,8.954,204.748,1363.15,Nd,1.916,5.525,1.077.888,1297.15,144.24,60,0.164,0.201,3,6,3,2,0,1,1.14,1.56,27.45,16.5,3.1,7.01,7.14,141.755,3347.15,1.157,7.64,1.816.863,1728.15,586.934,28.0,0.1246,0.124,10.0,4.0,10.0,2.0,0.0,8.0,1.91,1.82,26.07,90.7,5.15,8.9,17.47,10.793,3186.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,65.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,-0.4,7.646,150.355,923.15,24.305,12,0.1601,0.141,2,3,2,2,0,0,1.31,1.67,24.869,156.0,3.66,1.74,8.954,204.748,1363.15,Nd,1.916,5.525,1.077.888,1297.15,144.24,60,0.164,0.201,3,6,3,2,0,1,1.14,1.56,27.45,16.5,3.1,7.01,7.14,141.755,3347.15,1.157,7.64,1.816.863,1728.15,586.934,28.0,0.1246,0.124,10.0,4.0,10.0,2.0,0.0,8.0,1.91,1.82,26.07,90.7,5.15,8.9,17.47,10.793,3186.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,65.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,-0.4,7.646,150.355,923.15,24.305,12,0.1601,0.141,2,3,2,2,0,0,1.31,1.67,24.869,156.0,3.66,1.74,8.954,204.748,1363.15,Ni,1.157,7.64,1.816.863,1728.15,586.934,28,0.1246,0.124,10,4,10,2,0,8,1.91,1.82,26.07,90.7,5.15,8.9,17.47,10.793,3186.15,0.307,6.217,1.222.988,1799.15,8.890.585,39.0,0.1802,0.19,3.0,5.0,3.0,2.0,0.0,1.0,1.22,1.39,26.53,17.2,3.1,4.47,11.4,65.694,3609.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,67.5,25.0,7.5,0.0,0.0,0.0,0.0,0.0,-0.4,7.646,150.355,923.15,24.305,12,0.1601,0.141,2,3,2,2,0,0,1.31,1.67,24.869,156.0,3.66,1.74,8.954,204.748,1363.15,Ag,1.304,7.576,2.145.411,1234.93,107.87,47,0.1445,0.145,11,5,11,1,0,10,1.93,1.83,25.35,429.0,4.64,10.5,11.3,18.005,2435.15,-0.02,6.254,1.217.599,1097.15,173.05,70.0,0.17,0.187,3.0,6.0,3.0,2.0,0.0,1.0,1.26,1.34,26.74,34.9,2.45,6.9,7.66,40.453,1469.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,72.5,20.0,7.5,0.0,0.0,0.0,0.0,0.0,-0.4,7.646,150.355,923.15,24.305,12,0.1601,0.141,2,3,2,2,0,0,1.31,1.67,24.869,156.0,3.66,1.74,8.954,204.748,1363.15,Pd,0.562,8.337,1.938.125,1828.05,106.42,46,0.1375,0.139,10,5,10,0,0,10,2.2,1.83,25.98,71.8,5.0,12.0,17.6,15.447,3236.15,0.025,6.113,1.187.128,1115.15,40.078,20.0,0.1976,0.176,2.0,4.0,2.0,2.0,0.0,0.0,1.0,1.32,25.929,200.0,2.71,1.54,8.54,41.692,1757.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,93.5,4.0,2.5,0.0,0.0,0.0,0.0,0.0,-0.4,7.646,150.355,923.15,24.305,12,0.1601,0.141,2,3,2,2,0,0,1.31,1.67,24.869,156.0,3.66,1.74,8.954,204.748,1363.15,Mn,-0.5,7.434,1.563.974,1519.15,5.493.805,25,0.135,0.139,7,4,7,2,0,5,1.55,1.65,26.32,7.82,3.9,7.3,12.05,320.085,2334.15,0.307,6.217,1.222.988,1799.15,8.890.585,39.0,0.1802,0.19,3.0,5.0,3.0,2.0,0.0,1.0,1.22,1.39,26.53,17.2,3.1,4.47,11.4,65.694,3609.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,30.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.747,7.092,1.616.832,2896.15,95.95,42,0.1363,0.154,6,5,6,1,0,5,2.16,1.64,24.06,138.0,4.3,10.2,32.0,15.892,4912.15,Nb,0.917,6.759,1.430.274,2750.15,92.906,41,0.1429,0.164,5,5,5,1,0,4,1.6,1.61,24.6,53.7,4.2,8.57,26.4,18.306,5017.15,1.39,8.152,1.634.555,1687.15,28.085,14.0,0.1153,0.111,14.0,3.0,4.0,2.0,2.0,0.0,1.9,1.95,19.789,148.0,4.85,2.329,50.55,40.888,3538.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,30.0,12.0,58.0,0.0,0.0,0.0,0.0,0.0,0.917,6.759,1.430.274,2750.15,92.906,41,0.1429,0.164,5,5,5,1,0,4,1.6,1.61,24.6,53.7,4.2,8.57,26.4,18.306,5017.15,Si,1.39,8.152,1.634.555,1687.15,28.085,14,0.1153,0.111,14,3,4,2,2,0,1.9,1.95,19.789,148.0,4.85,2.329,50.55,40.888,3538.15,0.076,6.828,1.357.517,1941.15,47.867,22.0,0.1462,0.16,4.0,4.0,4.0,2.0,0.0,2.0,1.54,1.46,25.06,21.9,4.1,4.506,15.45,51.316,3560.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,30.0,14.0,56.0,0.0,0.0,0.0,0.0,0.0,0.917,6.759,1.430.274,2750.15,92.906,41,0.1429,0.164,5,5,5,1,0,4,1.6,1.61,24.6,53.7,4.2,8.57,26.4,18.306,5017.15,Si,1.39,8.152,1.634.555,1687.15,28.085,14,0.1153,0.111,14,3,4,2,2,0,1.9,1.95,19.789,148.0,4.85,2.329,50.55,40.888,3538.15,0.076,6.828,1.357.517,1941.15,47.867,22.0,0.1462,0.16,4.0,4.0,4.0,2.0,0.0,2.0,1.54,1.46,25.06,21.9,4.1,4.506,15.45,51.316,3560.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,30.0,16.0,54.0,0.0,0.0,0.0,0.0,0.0,0.917,6.759,1.430.274,2750.15,92.906,41,0.1429,0.164,5,5,5,1,0,4,1.6,1.61,24.6,53.7,4.2,8.57,26.4,18.306,5017.15,Si,1.39,8.152,1.634.555,1687.15,28.085,14,0.1153,0.111,14,3,4,2,2,0,1.9,1.95,19.789,148.0,4.85,2.329,50.55,40.888,3538.15,0.076,6.828,1.357.517,1941.15,47.867,22.0,0.1462,0.16,4.0,4.0,4.0,2.0,0.0,2.0,1.54,1.46,25.06,21.9,4.1,4.506,15.45,51.316,3560.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
